env_code	date	TMAX	TMIN	DL	GDD	PTT	PTR	PTD1	PTD2	PTS
11FL07	2007-12-10	82.04	62.96	11.42	22.5	256.95	1.9702	217.8936	1.6708	360810.0122
11FL07	2007-12-11	82.94	62.96	11.42	22.95	262.089	2.0096	228.1716	1.7496	380174.5001
11FL07	2007-12-12	80.96	62.96	11.42	21.96	250.7832	1.9229	205.56	1.5762	337851.5092
11FL07	2007-12-13	82.94	64.04	11.4	23.49	267.786	2.0605	215.46	1.6579	361018.7431
11FL07	2007-12-14	82.94	71.96	11.42	27.45	313.479	2.4037	125.3916	0.9615	221812.474
11FL07	2007-12-15	84.02	73.94	11.4	28.98	330.372	2.5421	114.912	0.8842	206927.0945
11FL07	2007-12-16	84.92	71.96	11.38	28.44	323.6472	2.4991	147.4848	1.1388	263303.7875
11FL07	2007-12-17	78.98	48.92	11.4	14.49	165.186	1.2711	342.684	2.6368	499653.833
11FL07	2007-12-18	66.02	48.92	11.38	8.01	91.1538	0.7039	194.598	1.5026	254537.5311
11FL07	2007-12-19	75.02	50	11.4	12.51	142.614	1.0974	285.228	2.1947	406514.932
11FL07	2007-12-20	78.08	55.04	11.38	16.56	188.4528	1.4552	262.1952	2.0246	397200.9768
11FL07	2007-12-21	78.98	55.94	11.4	17.46	199.044	1.5316	262.656	2.0211	403988.0417
11FL07	2007-12-22	82.04	50	11.38	16.02	182.3076	1.4077	364.6152	2.8155	547876.3417
11FL07	2007-12-23	78.08	50	11.4	14.04	160.056	1.2316	320.112	2.4632	467399.3725
11FL07	2007-12-24	82.94	57.92	11.38	20.43	232.4934	1.7953	284.7276	2.1986	456414.5844
11FL07	2007-12-25	82.04	60.08	11.4	21.06	240.084	1.8474	250.344	1.9263	405599.3378
11FL07	2007-12-26	82.04	57.92	11.38	19.98	227.3724	1.7557	274.4856	2.1195	437185.5121
11FL07	2007-12-27	82.04	59	11.4	20.52	233.928	1.8	262.656	2.0211	422313.0255
11FL07	2007-12-28	84.02	60.98	11.4	22.5	256.5	1.9737	262.656	2.0211	434170.368
11FL07	2007-12-29	82.94	64.94	11.4	23.94	272.916	2.1	205.2	1.5789	345932.7264
11FL07	2007-12-30	84.92	62.96	11.42	23.94	273.3948	2.0963	250.7832	1.9229	423520.06
11FL07	2007-12-31	84.02	64.04	11.4	24.03	273.942	2.1079	227.772	1.7526	384452.7144
11FL07	2008-01-01	84.92	64.04	11.42	24.48	279.5616	2.1436	238.4496	1.8284	405632.1466
11FL07	2008-01-02	86	46.94	11.43	18	205.74	1.5748	446.4558	3.4173	678391.4632
11FL07	2008-01-03	59	33.98	11.43	4.5	51.435	0.3937	285.9786	2.189	303927.0173
11FL07	2008-01-04	60.08	35.06	11.43	5.04	57.6072	0.4409	285.9786	2.189	310987.4858
11FL07	2008-01-05	69.98	50	11.45	9.99	114.3855	0.8725	228.771	1.745	314278.9654
11FL07	2008-01-06	75.02	55.94	11.45	15.48	177.246	1.352	218.466	1.6664	327588.0193
11FL07	2008-01-07	78.08	55.94	11.47	17.01	195.1047	1.483	253.9458	1.9303	390367.8709
11FL07	2008-01-08	78.98	57.92	11.47	18.45	211.6215	1.6085	241.5582	1.8361	379305.0726
11FL07	2008-01-09	78.98	57.92	11.47	18.45	211.6215	1.6085	241.5582	1.8361	379305.0726
11FL07	2008-01-10	80.06	59	11.48	19.53	224.2044	1.7012	241.7688	1.8345	385961.8399
11FL07	2008-01-11	80.06	59	11.5	19.53	224.595	1.6983	242.19	1.8313	387307.8261
11FL07	2008-01-12	80.06	60.08	11.5	20.07	230.805	1.7452	229.77	1.7374	370299.6297
11FL07	2008-01-13	80.96	60.98	11.52	20.97	241.5744	1.8203	230.1696	1.7344	376361.5452
11FL07	2008-01-14	84.02	62.96	11.53	23.49	270.8397	2.0373	242.8218	1.8265	411505.1023
11FL07	2008-01-15	75.02	51.98	11.55	13.5	155.925	1.1688	266.112	1.9948	390346.3872
