env_code	date	TMAX	TMIN	DL	GDD	PTT	PTR	PTD1	PTD2	PTS
03NY06	2006-07-13	78.08	66.02	16.2	22.05	357.21	1.3611	195.372	0.7444	456080.3042
03NY06	2006-07-14	82.04	64.04	16.17	23.04	372.5568	1.4249	291.06	1.1132	687516.7844
03NY06	2006-07-15	89.06	69.98	16.15	27.99	452.0385	1.7331	308.142	1.1814	791461.4944
03NY06	2006-07-16	82.94	64.94	16.12	23.94	385.9128	1.4851	290.16	1.1166	691690.8361
03NY06	2006-07-17	91.94	71.06	16.08	28.53	458.7624	1.7743	335.7504	1.2985	880015.2284
03NY06	2006-07-18	91.04	71.96	16.05	28.98	465.129	1.8056	306.234	1.1888	801154.0791
03NY06	2006-07-19	84.02	62.06	16.02	23.04	369.1008	1.4382	351.7992	1.3708	823281.0507
03NY06	2006-07-20	87.08	66.02	15.98	26.01	415.6398	1.6277	336.5388	1.3179	823354.9627
03NY06	2006-07-21	87.08	68	15.95	27	430.65	1.6928	304.326	1.1962	752758.2735
03NY06	2006-07-22	82.04	69.08	15.92	25.56	406.9152	1.6055	206.3232	0.8141	496378.6268
03NY06	2006-07-23	69.98	57.92	15.88	13.95	221.526	0.8785	191.5128	0.7594	388972.4555
03NY06	2006-07-24	77	59	15.85	18	285.3	1.1356	285.3	1.1356	614992.68
03NY06	2006-07-25	82.94	62.06	15.82	22.5	355.95	1.4223	330.3216	1.3198	757724.7182
03NY06	2006-07-26	87.08	66.92	15.78	26.46	417.5388	1.6768	318.1248	1.2776	773081.439
03NY06	2006-07-27	87.98	69.08	15.75	27.54	433.755	1.7486	297.675	1.2	736357.1591
03NY06	2006-07-28	87.08	71.96	15.72	28.98	455.5656	1.8435	237.6864	0.9618	594241.8603
03NY06	2006-07-29	80.06	66.02	15.67	23.04	361.0368	1.4703	220.0068	0.896	503611.7577
03NY06	2006-07-30	87.98	69.08	15.63	27.54	430.4502	1.762	295.407	1.2092	725179.2241
03NY06	2006-07-31	80.96	66.92	15.58	23.94	372.9852	1.5366	218.7432	0.9012	503977.858
03NY06	2006-08-01	89.96	69.98	15.55	27.99	435.2445	1.8	310.689	1.2849	772704.3592
03NY06	2006-08-02	93.02	78.08	15.52	32.04	497.2608	2.0644	231.8688	0.9626	615721.1061
03NY06	2006-08-03	93.92	75.02	15.47	30.51	471.9897	1.9722	292.383	1.2217	764143.4968
03NY06	2006-08-04	80.96	66.92	15.42	23.94	369.1548	1.5525	216.4968	0.9105	493679.7314
03NY06	2006-08-05	82.04	60.98	15.38	21.51	330.8238	1.3986	323.9028	1.3693	712472.0167
03NY06	2006-08-06	78.08	57.92	15.33	18	275.94	1.1742	309.0528	1.3151	644338.0017
03NY06	2006-08-07	82.94	62.96	15.3	22.95	351.135	1.5	305.694	1.3059	682391.5454
03NY06	2006-08-08	86	64.04	15.25	25.02	381.555	1.6407	334.89	1.44	766265.1579
03NY06	2006-08-09	73.94	53.06	15.22	13.5	205.47	0.887	317.7936	1.3719	614275.9612
03NY06	2006-08-10	80.96	55.94	15.17	18.45	279.8865	1.2162	379.5534	1.6493	788246.2532
03NY06	2006-08-11	80.06	53.96	15.12	17.01	257.1912	1.125	394.632	1.7262	799675.3393
03NY06	2006-08-12	71.06	51.98	15.08	11.52	173.7216	0.7639	287.7264	1.2653	533859.9923
03NY06	2006-08-13	73.04	50	15.03	11.52	173.1456	0.7665	346.2912	1.5329	640393.2688
03NY06	2006-08-14	77	55.04	14.98	16.02	239.9796	1.0694	328.9608	1.466	650671.0408
03NY06	2006-08-15	82.04	60.08	14.95	21.06	314.847	1.4087	328.302	1.4689	697541.2896
03NY06	2006-08-16	78.98	57.02	14.88	18	267.84	1.2097	326.7648	1.4758	661267.3905
04IL06	2006-05-09	71.96	51.08	15.22	11.52	175.3344	0.7569	317.7936	1.3719	595122.1596
04IL06	2006-05-10	71.06	53.06	15.25	12.06	183.915	0.7908	274.5	1.1803	519581.835
04IL06	2006-05-11	62.06	46.94	15.28	6.03	92.1384	0.3946	231.0336	0.9895	384791.0815
04IL06	2006-05-12	48.02	42.08	15.32	0	0	0	91.0008	0.3877	125611.3163
04IL06	2006-05-13	48.92	42.08	15.35	0	0	0	104.994	0.4456	146660.8689
04IL06	2006-05-14	55.04	44.06	15.38	2.52	38.7576	0.1638	168.8724	0.7139	257388.2194
04IL06	2006-05-15	64.04	46.04	15.42	7.02	108.2484	0.4553	277.56	1.1673	471139.67
04IL06	2006-05-16	66.92	51.98	15.45	9.45	146.0025	0.6117	230.823	0.967	424023.0051
04IL06	2006-05-17	75.02	48.92	15.48	12.51	193.6548	0.8081	404.028	1.686	775164.5654
04IL06	2006-05-18	64.94	46.04	15.52	7.47	115.9344	0.4813	293.328	1.2178	505230.9631
04IL06	2006-05-19	71.96	42.98	15.55	10.98	170.739	0.7061	450.639	1.8637	805434.7456
04IL06	2006-05-20	69.98	46.94	15.58	9.99	155.6442	0.6412	358.9632	1.4788	653892.247
04IL06	2006-05-21	69.98	50	15.62	9.99	156.0438	0.6396	312.0876	1.2791	584879.5013
04IL06	2006-05-22	69.98	44.96	15.65	9.99	156.3435	0.6383	391.563	1.5987	704347.8316
04IL06	2006-05-23	77	44.06	15.68	13.5	211.68	0.861	516.4992	2.1008	980429.5246
04IL06	2006-05-24	86	51.08	15.7	18.54	291.078	1.1809	548.244	2.2242	1179906.6141
04IL06	2006-05-25	84.02	64.04	15.73	24.03	377.9919	1.5277	314.2854	1.2702	731965.6052
04IL06	2006-05-26	84.02	64.04	15.77	24.03	378.9531	1.5238	315.0846	1.267	735692.9861
04IL06	2006-05-27	89.06	62.96	15.78	24.48	386.2944	1.5513	411.858	1.654	987996.1069
04IL06	2006-05-28	91.94	69.08	15.82	27.54	435.6828	1.7408	361.6452	1.445	921231.9818
04IL06	2006-05-29	91.94	66.92	15.85	26.46	419.391	1.6694	396.567	1.5785	998528.3429
04IL06	2006-05-30	91.04	69.08	15.85	27.54	436.509	1.7375	348.066	1.3855	883357.3975
04IL06	2006-05-31	86	66.02	15.88	26.01	413.0388	1.6379	317.2824	1.2582	765944.3347
04IL06	2006-06-01	69.08	62.06	15.9	15.57	247.563	0.9792	111.618	0.4415	232737.5939
04IL06	2006-06-02	80.96	60.08	15.93	20.52	326.8836	1.2881	332.6184	1.3107	747316.1112
04IL06	2006-06-03	80.96	55.94	15.95	18.45	294.2775	1.1567	399.069	1.5687	871389.1103
04IL06	2006-06-04	78.98	55.94	15.97	17.46	278.8362	1.0933	367.9488	1.4427	792809.124
04IL06	2006-06-05	82.04	55.04	15.98	18.54	296.2692	1.1602	431.46	1.6896	945129.6981
04IL06	2006-06-06	82.04	55.04	16	18.54	296.64	1.1587	432	1.6875	947496.96
04IL06	2006-06-07	87.08	62.96	16.02	24.48	392.1696	1.5281	386.4024	1.5056	928772.5739
04IL06	2006-06-08	87.08	64.94	16.03	25.47	408.2841	1.5889	354.9042	1.3812	864859.1598
04IL06	2006-06-09	82.04	57.92	16.05	19.98	320.679	1.2449	387.126	1.5028	869623.5871
04IL06	2006-06-10	64.04	55.94	16.05	9.99	160.3395	0.6224	130.005	0.5047	250347.8984
04IL06	2006-06-11	66.02	55.04	16.07	10.53	169.2171	0.6553	176.4486	0.6833	343269.141
04IL06	2006-06-12	75.92	51.98	16.08	13.95	224.316	0.8675	384.9552	1.4888	791711.1829
04IL06	2006-06-13	78.98	53.96	16.1	16.47	265.167	1.023	402.822	1.554	862173.6225
04IL06	2006-06-14	84.02	55.94	16.1	19.98	321.678	1.241	452.088	1.7441	1018715.2073
04IL06	2006-06-15	89.96	62.06	16.1	24.03	386.883	1.4925	449.19	1.7329	1099402.4072
04IL06	2006-06-16	91.04	66.02	16.12	26.01	419.2812	1.6135	403.3224	1.5521	1021134.5562
04IL06	2006-06-17	93.02	62.96	16.12	24.48	394.6176	1.5186	484.5672	1.8648	1218394.6047
04IL06	2006-06-18	80.96	64.04	16.13	22.5	362.925	1.3949	272.9196	1.049	638318.0065
04IL06	2006-06-19	87.98	62.96	16.12	24.48	394.6176	1.5186	403.3224	1.5521	981345.0269
04IL06	2006-06-20	86	62.06	16.12	24.03	387.3636	1.4907	385.9128	1.4851	921068.5766
04IL06	2006-06-21	93.92	73.04	16.12	29.52	475.8624	1.8313	336.5856	1.2953	905884.8682
04IL06	2006-06-22	84.92	73.04	16.12	28.98	467.1576	1.7978	191.5056	0.737	487633.6202
04IL06	2006-06-23	86	64.94	16.13	25.47	410.8311	1.579	339.6978	1.3056	827049.3931
04IL06	2006-06-24	84.92	60.98	16.12	22.95	369.954	1.4237	385.9128	1.4851	907631.4016
04IL06	2006-06-25	82.94	62.06	16.12	22.5	362.7	1.3958	336.5856	1.2953	786735.1814
04IL06	2006-06-26	78.98	62.06	16.12	20.52	330.7824	1.273	272.7504	1.0496	620115.7086
04IL06	2006-06-27	78.98	59	16.1	18.99	305.739	1.1795	321.678	1.241	714600.6001
04IL06	2006-06-28	82.04	57.92	16.1	19.98	321.678	1.241	388.332	1.4981	875050.2422
04IL06	2006-06-29	82.94	55.94	16.08	19.44	312.5952	1.209	434.16	1.6791	969561.9441
04IL06	2006-06-30	86	60.08	16.08	23.04	370.4832	1.4328	416.7936	1.6119	979034.1621
04IL06	2006-07-01	91.94	60.08	16.05	23.04	369.792	1.4355	511.353	1.985	1247660.9231
04IL06	2006-07-02	93.92	69.98	16.05	27.99	449.2395	1.7439	384.237	1.4916	1010771.931
04IL06	2006-07-03	93.92	71.06	16.03	28.53	457.3359	1.7798	366.4458	1.4261	969113.3362
04IL06	2006-07-04	84.02	66.92	16.03	25.47	408.2841	1.5889	274.113	1.0667	663235.098
04IL06	2006-07-05	78.08	59	16.02	18.54	297.0108	1.1573	305.6616	1.191	671239.4759
04IL06	2006-07-06	82.04	55.94	15.98	18.99	303.4602	1.1884	417.078	1.6333	919623.7906
04IL06	2006-07-07	80.96	57.92	15.98	19.44	310.6512	1.2165	368.1792	1.4418	817100.9822
04IL06	2006-07-08	82.94	57.92	15.95	20.43	325.8585	1.2809	399.069	1.5687	896595.1065
04IL06	2006-07-09	86	64.94	15.93	25.47	405.7371	1.5989	335.4858	1.322	806666.9506
04IL06	2006-07-10	87.98	64.04	15.93	25.02	398.5686	1.5706	381.3642	1.5028	923541.5219
04IL06	2006-07-11	82.94	71.06	15.9	27	429.3	1.6981	188.892	0.7472	462520.9512
04IL06	2006-07-12	86	66.92	15.88	26.46	420.1848	1.6662	302.9904	1.2015	735772.6765
04IL06	2006-07-13	86	66.92	15.85	26.46	419.391	1.6694	302.418	1.2038	732995.3049
04IL06	2006-07-14	84.92	71.96	15.82	28.44	449.9208	1.7977	205.0272	0.8192	508845.0341
04IL06	2006-07-15	93.02	69.08	15.82	27.54	435.6828	1.7408	378.7308	1.5133	971225.5956
04IL06	2006-07-16	91.94	68	15.78	27	426.06	1.711	377.7732	1.5171	953444.0997
04IL06	2006-07-17	91.04	66.92	15.75	26.46	416.745	1.68	379.89	1.5314	945116.9343
04IL06	2006-07-18	91.04	71.06	15.73	28.53	448.7769	1.8137	314.2854	1.2702	801375.2843
04IL06	2006-07-19	91.94	69.08	15.7	27.54	432.378	1.7541	358.902	1.4561	907309.2806
04IL06	2006-07-20	86	69.08	15.67	27.54	431.5518	1.7575	265.1364	1.0798	644308.9201
04IL06	2006-07-21	80.06	62.96	15.63	21.51	336.2013	1.3762	267.273	1.094	597462.7591
04IL06	2006-07-22	78.98	60.98	15.6	19.98	311.688	1.2808	280.8	1.1538	613091.9808
04IL06	2006-07-23	82.94	60.08	15.57	21.51	334.9107	1.3815	355.9302	1.4682	792592.9863
04IL06	2006-07-24	86	62.06	15.53	24.03	373.1859	1.5473	371.7882	1.5415	854879.3027
04IL06	2006-07-25	87.98	66.02	15.5	26.01	403.155	1.6781	340.38	1.4168	812487.06
04IL06	2006-07-26	86	68	15.47	27	417.69	1.7453	278.46	1.1635	663397.5348
04IL06	2006-07-27	87.98	71.06	15.43	28.53	440.2179	1.849	261.0756	1.0966	640676.1806
04IL06	2006-07-28	89.06	71.96	15.4	28.98	446.292	1.8818	263.34	1.1104	653006.3047
04IL06	2006-07-29	91.04	69.98	15.37	27.99	430.2063	1.8211	323.6922	1.3702	801098.5103
04IL06	2006-07-30	93.02	71.06	15.33	28.53	437.3649	1.8611	336.6468	1.4325	846783.3165
04IL06	2006-07-31	93.92	71.06	15.3	28.53	436.509	1.8647	349.758	1.4941	882857.0451
04IL06	2006-08-01	93.92	73.94	15.27	29.97	457.6419	1.9627	305.0946	1.3084	782025.2518
04IL06	2006-08-02	93.92	75.02	15.23	30.51	464.6673	2.0033	287.847	1.241	740617.7233
04IL06	2006-08-03	86	69.08	15.2	27.54	418.608	1.8118	257.184	1.1132	606238.2397
04IL06	2006-08-04	87.08	64.04	15.15	25.02	379.053	1.6515	349.056	1.5208	799152.5422
04IL06	2006-08-05	86	64.04	15.12	25.02	378.3024	1.6548	332.0352	1.4524	753256.6485
04IL06	2006-08-06	89.06	64.04	15.08	25.02	377.3016	1.6592	377.3016	1.6592	871094.3144
04IL06	2006-08-07	84.02	69.98	15.05	27	406.35	1.794	211.302	0.9329	489734.6454
04IL06	2006-08-08	80.96	66.92	15	23.94	359.1	1.596	210.6	0.936	467152.92
04IL06	2006-08-09	82.04	66.92	14.97	24.48	366.4656	1.6353	226.3464	1.01	504736.8994
04IL06	2006-08-10	82.94	69.98	14.93	26.46	395.0478	1.7723	193.4928	0.8681	441762.5603
04IL06	2006-08-11	78.98	66.92	14.88	22.95	341.496	1.5423	179.4528	0.8105	389590.5932
04IL06	2006-08-12	82.04	60.98	14.85	21.51	319.4235	1.4485	312.741	1.4182	664214.0346
04IL06	2006-08-13	82.94	59	14.8	20.97	310.356	1.4169	354.312	1.6176	744307.4701
04IL06	2006-08-14	78.98	66.02	14.77	22.5	332.325	1.5234	191.4192	0.8775	409952.9297
04IL06	2006-08-15	82.94	60.08	14.73	21.51	316.8423	1.4603	336.7278	1.5519	709379.2707
04IL06	2006-08-16	82.94	62.06	14.68	22.5	330.3	1.5327	306.5184	1.4223	652455.0662
05FL06	2006-09-23	89.96	69.98	12.87	27.99	360.2313	2.1748	257.1426	1.5524	529309.4764
05FL06	2006-09-24	87.98	69.98	12.85	27.99	359.6715	2.1782	231.3	1.4008	469489.5018
05FL06	2006-09-25	91.04	73.04	12.82	29.52	378.4464	2.3027	230.76	1.4041	485404.9523
05FL06	2006-09-26	89.96	71.96	12.8	28.98	370.944	2.2641	230.4	1.4062	477521.5104
05FL06	2006-09-27	93.02	71.96	12.77	28.98	370.0746	2.2694	268.9362	1.6492	566593.3339
05FL06	2006-09-28	91.94	71.96	12.75	28.98	369.495	2.2729	254.745	1.5671	532346.9951
05FL06	2006-09-29	84.02	69.98	12.73	27	343.71	2.121	178.7292	1.1029	350384.2983
05FL06	2006-09-30	87.08	69.98	12.7	27.99	355.473	2.2039	217.17	1.3465	433180.7465
05FL06	2006-10-01	89.96	71.06	12.68	28.53	361.7604	2.25	239.652	1.4905	489305.5407
05FL06	2006-10-02	87.98	71.96	12.63	28.98	366.0174	2.2945	202.3326	1.2684	408720.3904
05FL06	2006-10-03	89.06	71.96	12.62	28.98	365.7276	2.2964	215.802	1.355	438525.2881
05FL06	2006-10-04	89.06	71.96	12.6	28.98	365.148	2.3	215.46	1.3571	437136.4519
05FL06	2006-10-05	87.98	71.96	12.57	28.98	364.2786	2.3055	201.3714	1.2745	404846.2854
05FL06	2006-10-06	87.08	71.06	12.55	28.53	358.0515	2.2733	201.051	1.2765	399017.2745
05FL06	2006-10-07	87.08	68	12.52	27	338.04	2.1565	238.8816	1.524	463812.8968
05FL06	2006-10-08	89.06	66.92	12.5	26.46	330.75	2.1168	276.75	1.7712	539593.3125
05FL06	2006-10-09	91.04	66.92	12.47	26.46	329.9562	2.1219	300.7764	1.9342	592457.6826
05FL06	2006-10-10	87.98	71.96	12.45	28.98	360.801	2.3277	199.449	1.2867	397153.4196
05FL06	2006-10-11	89.96	69.98	12.43	27.99	347.9157	2.2518	248.3514	1.6074	493736.0438
05FL06	2006-10-12	89.06	71.06	12.4	28.53	353.772	2.3008	223.2	1.4516	443160.9216
05FL06	2006-10-13	89.06	71.06	12.4	28.53	353.772	2.3008	223.2	1.4516	443160.9216
05FL06	2006-10-14	91.04	71.06	12.37	28.53	352.9161	2.3064	247.1526	1.6152	495584.709
05FL06	2006-10-15	89.06	68	12.35	27	333.45	2.1862	260.091	1.7053	504496.1719
05FL06	2006-10-16	84.02	68	12.32	26.01	320.4432	2.1112	197.3664	1.3003	369644.8464
05FL06	2006-10-17	82.94	69.08	12.3	26.01	319.923	2.1146	170.478	1.1268	318767.6064
05FL06	2006-10-18	86	69.08	12.27	27.54	337.9158	2.2445	207.6084	1.379	395043.8239
05FL06	2006-10-19	89.96	69.98	12.25	27.99	342.8775	2.2849	244.755	1.631	479539.9051
05FL06	2006-10-20	89.06	71.06	12.22	28.53	348.6366	2.3347	219.96	1.473	430388.3413
05FL06	2006-10-21	89.96	69.98	12.2	27.99	341.478	2.2943	243.756	1.6377	475633.2826
05FL06	2006-10-22	89.96	69.53	12.18	27.765	338.1777	2.2796	248.8374	1.6773	483388.597
05FL06	2006-10-23	89.96	69.08	12.17	27.54	335.1618	2.2629	254.1096	1.7157	491833.3998
05FL06	2006-10-24	89.96	60.08	12.13	23.04	279.4752	1.8994	362.4444	2.4633	659643.4438
05FL06	2006-10-25	77	57.92	12.12	17.46	211.6152	1.4406	231.2496	1.5743	378146.3759
05FL06	2006-10-26	80.06	57.92	12.1	18.99	229.779	1.5694	267.894	1.8298	447264.5709
05FL06	2006-10-27	82.04	60.98	12.08	21.51	259.8408	1.7806	254.4048	1.7434	439530.4919
05FL06	2006-10-28	84.02	64.94	12.05	24.48	294.984	2.0315	229.914	1.5834	412688.2728
05FL06	2006-10-29	82.04	59	12.02	20.52	246.6504	1.7072	276.9408	1.9168	469497.9598
05FL06	2006-10-30	82.94	60.08	12.02	21.51	258.5502	1.7895	274.7772	1.9018	472369.5944
05FL06	2006-10-31	84.92	64.04	11.98	24.48	293.2704	2.0434	250.1424	1.7429	446389.3186
05FL06	2006-11-01	86	71.06	11.97	28.53	341.5041	2.3835	178.8318	1.2481	336205.2504
05FL06	2006-11-02	87.98	71.96	11.95	28.98	346.311	2.4251	191.439	1.3406	365894.1062
05FL06	2006-11-03	78.08	69.98	11.93	24.03	286.6779	2.0142	96.633	0.679	170688.26
05FL06	2006-11-04	84.02	69.98	11.92	27	321.84	2.2651	167.3568	1.1779	307213.5306
05FL06	2006-11-05	80.06	71.06	11.88	25.56	303.6528	2.1515	106.92	0.7576	191954.0748
05FL06	2006-11-06	82.04	71.96	11.88	27	320.76	2.2727	119.7504	0.8485	219085.7518
05FL06	2006-11-07	82.94	69.08	11.85	26.01	308.2185	2.1949	164.241	1.1696	295869.8143
05FL06	2006-11-08	80.96	71.06	11.83	26.01	307.6983	2.1986	117.117	0.8369	210622.8146
05FL06	2006-11-09	87.08	57.92	11.82	21.96	259.5672	1.8579	344.6712	2.467	590731.9697
05FL06	2006-11-10	80.96	57.02	11.8	18.99	224.082	1.6093	282.492	2.0288	459943.3047
05FL06	2006-11-11	82.94	57.02	11.78	19.98	235.3644	1.6961	305.3376	2.2003	503418.8948
05FL06	2006-11-12	84.92	62.06	11.77	23.49	276.4773	1.9958	269.0622	1.9422	465465.3906
05FL06	2006-11-13	80.96	62.96	11.73	21.96	257.5908	1.8721	211.14	1.5345	356442.663
05FL06	2006-11-14	86	64.04	11.73	25.02	293.4846	2.133	257.5908	1.8721	453351.8742
05FL06	2006-11-15	84.92	64.94	11.72	24.93	292.1796	2.1271	234.1656	1.7048	411278.9059
05FL06	2006-11-16	84.02	69.08	11.68	26.55	310.104	2.2731	174.4992	1.2791	312040.8654
05FL06	2006-11-17	84.02	64.04	11.68	24.03	280.6704	2.0574	233.3664	1.7106	403570.0369
05FL06	2006-11-18	75.02	62.06	11.67	18.54	216.3618	1.5887	151.2432	1.1105	241947.3164
05FL06	2006-11-19	77	48.02	11.65	13.5	157.275	1.1588	337.617	2.4876	491733.421
05FL06	2006-11-20	71.06	50	11.63	10.53	122.4639	0.9054	244.9278	1.8108	344840.6586
05FL06	2006-11-21	64.94	50	11.62	7.47	86.8014	0.6429	173.6028	1.2857	231864.3858
05FL06	2006-11-22	64.04	39.02	11.6	7.02	81.432	0.6052	290.232	2.1569	346971.1951
05FL06	2006-11-23	71.06	39.92	11.58	10.53	121.9374	0.9093	360.6012	2.6891	463426.0552
05FL06	2006-11-24	71.96	46.94	11.58	10.98	127.1484	0.9482	289.7316	2.1606	398920.4302
05FL06	2006-11-25	75.92	53.06	11.57	14.49	167.6493	1.2524	264.4902	1.9758	394698.3552
05FL06	2006-11-26	78.98	62.06	11.55	20.52	237.006	1.7766	195.426	1.4649	318351.2991
05FL06	2006-11-27	80.96	64.04	11.55	22.5	259.875	1.9481	195.426	1.4649	327289.6935
05FL06	2006-11-28	80.06	60.98	11.53	20.52	236.5956	1.7797	219.9924	1.6548	357749.7049
05FL06	2006-11-29	80.96	62.06	11.52	21.51	247.7952	1.8672	217.728	1.6406	358726.5626
05FL06	2006-11-30	82.04	66.02	11.52	24.03	276.8256	2.0859	184.5504	1.3906	314778.6112
05FL06	2006-12-01	80.96	71.06	11.5	26.01	299.115	2.2617	113.85	0.8609	199035.9855
05FL06	2006-12-02	82.94	66.02	11.48	24.48	281.0304	2.1324	194.2416	1.4739	332164.9459
05FL06	2006-12-03	82.94	66.02	11.48	24.48	281.0304	2.1324	194.2416	1.4739	332164.9459
05FL06	2006-12-04	82.94	64.04	11.47	23.49	269.4303	2.048	216.783	1.6478	365465.9184
05FL06	2006-12-05	84.02	60.98	11.45	22.5	257.625	1.9651	263.808	2.0122	437987.232
05FL06	2006-12-06	84.02	60.08	11.45	22.05	252.4725	1.9258	274.113	2.0908	452271.3738
05FL06	2006-12-07	80.06	60.98	11.45	20.52	234.954	1.7921	218.466	1.6664	352802.4911
05FL06	2006-12-08	84.02	60.08	11.43	22.05	252.0315	1.9291	273.6342	2.0945	450692.7664
05FL06	2006-12-09	68	60.08	11.43	14.04	160.4772	1.2283	90.5256	0.6929	132525.3504
05FL06	2006-12-10	75.02	57.02	11.42	16.02	182.9484	1.4028	205.56	1.5762	309963.2662
05FL06	2006-12-11	78.98	57.92	11.42	18.45	210.699	1.6156	240.5052	1.8441	376005.3487
05FL06	2006-12-12	78.08	64.94	11.42	21.51	245.6442	1.8835	150.0588	1.1506	245089.2974
05FL06	2006-12-13	80.06	64.94	11.4	22.5	256.5	1.9737	172.368	1.3263	284924.304
05FL06	2006-12-14	80.06	69.08	11.4	24.57	280.098	2.1553	125.172	0.9632	212816.9337
05FL06	2006-12-15	78.98	66.02	11.4	22.5	256.5	1.9737	147.744	1.1368	244220.832
05FL06	2006-12-16	78.98	66.92	11.38	22.95	261.171	2.0167	137.2428	1.0598	227869.985
05FL06	2006-12-17	75.92	69.08	11.4	22.5	256.5	1.9737	77.976	0.6	128894.328
05FL06	2006-12-18	78.08	64.94	11.38	21.51	244.7838	1.8902	149.5332	1.1547	243375.3914
05FL06	2006-12-19	80.96	64.94	11.4	22.95	261.63	2.0132	182.628	1.4053	303757.8473
05FL06	2006-12-20	80.96	62.06	11.38	21.51	244.7838	1.8902	215.082	1.6608	350060.4945
05FL06	2006-12-21	80.96	68	11.4	24.48	279.072	2.1474	147.744	1.1368	250890.5871
05FL06	2006-12-22	78.98	69.98	11.38	24.48	278.5824	2.1511	102.42	0.7909	173618.7788
05FL06	2006-12-23	80.96	71.96	11.4	26.46	301.644	2.3211	102.6	0.7895	178861.3488
05FL06	2006-12-24	84.02	68	11.38	26.01	295.9938	2.2856	182.3076	1.4077	315389.8874
05FL06	2006-12-25	84.92	69.08	11.4	27	307.8	2.3684	180.576	1.3895	317019.2256
05FL06	2006-12-26	84.02	66.92	11.38	25.47	289.8486	2.2381	194.598	1.5026	334260.4397
05FL06	2006-12-27	73.94	53.96	11.4	13.95	159.03	1.2237	227.772	1.7526	332105.2423
05FL06	2006-12-28	73.94	53.06	11.4	13.5	153.9	1.1842	238.032	1.8316	344622.7296
05FL06	2006-12-29	78.08	53.06	11.4	15.57	177.498	1.3658	285.228	2.1947	426414.7191
05FL06	2006-12-30	80.96	62.06	11.42	21.51	245.6442	1.8835	215.838	1.655	352525.7017
05FL06	2006-12-31	80.96	71.96	11.4	26.46	301.644	2.3211	102.6	0.7895	178861.3488
06PR06	2006-11-11	89.96	68	12.1	27	326.7	2.2314	265.716	1.8149	507867.2423
06PR06	2006-11-12	91.94	68	12.1	27	326.7	2.2314	289.674	1.9785	560598.5607
06PR06	2006-11-13	91.04	73.04	12.07	29.52	356.3064	2.4457	217.26	1.4913	430271.6111
06PR06	2006-11-14	89.96	71.96	12.07	28.98	349.7886	2.401	217.26	1.4913	424607.3821
06PR06	2006-11-15	89.06	71.06	12.05	28.53	343.7865	2.3676	216.9	1.4938	418496.8374
06PR06	2006-11-16	89.06	71.96	12.05	28.98	349.209	2.405	206.055	1.4191	399806.662
06PR06	2006-11-17	87.98	69.98	12.03	27.99	336.7197	2.3267	216.54	1.4963	411482.0406
06PR06	2006-11-18	89.06	69.98	12.03	27.99	336.7197	2.3267	229.5324	1.586	439153.1397
06PR06	2006-11-19	89.06	71.96	12.02	28.98	348.3396	2.411	205.542	1.4226	397818.4015
06PR06	2006-11-20	89.96	73.04	12.02	29.52	354.8304	2.4559	203.3784	1.4077	398471.164
06PR06	2006-11-21	89.96	73.94	12	29.97	359.64	2.4975	192.24	1.335	378097.632
06PR06	2006-11-22	89.96	75.02	11.98	30.51	365.5098	2.5467	178.9812	1.2471	353749.2541
06PR06	2006-11-23	89.96	73.94	11.98	29.97	359.0406	2.5017	191.9196	1.3372	376838.3568
06PR06	2006-11-24	87.08	73.04	11.97	29.52	353.3544	2.4662	168.0588	1.1729	322107.6134
06PR06	2006-11-25	89.06	73.94	11.97	29.97	358.7409	2.5038	180.9864	1.2632	353124.3749
06PR06	2006-11-26	87.98	73.94	11.95	29.97	358.1415	2.5079	167.778	1.1749	324641.0344
06PR06	2006-11-27	89.96	69.08	11.95	27.54	329.103	2.3046	249.516	1.7473	474212.1444
06PR06	2006-11-28	91.04	68	11.93	27	322.11	2.2632	274.8672	1.9313	521518.5123
06PR06	2006-11-29	91.94	73.04	11.93	29.52	352.1736	2.4744	225.477	1.5842	443786.4018
06PR06	2006-11-30	89.96	75.02	11.92	30.51	363.6792	2.5596	178.0848	1.2534	350214.7292
06PR06	2006-12-01	91.04	71.96	11.9	28.98	344.862	2.4353	227.052	1.6034	440412.7644
06PR06	2006-12-02	89.96	73.04	11.92	29.52	351.8784	2.4765	201.6864	1.4195	391868.6077
06PR06	2006-12-03	87.08	71.96	11.9	28.98	344.862	2.4353	179.928	1.2706	340527.4145
06PR06	2006-12-04	89.06	68	11.9	27	321.3	2.2689	250.614	1.7697	468401.0746
06PR06	2006-12-05	89.96	71.06	11.88	28.53	338.9364	2.4015	224.532	1.5909	429511.2146
06PR06	2006-12-06	91.04	73.94	11.88	29.97	356.0436	2.5227	203.148	1.4394	398162.4416
06PR06	2006-12-07	91.94	78.98	11.88	32.49	385.9812	2.7348	153.9648	1.0909	312630.0838
06PR06	2006-12-08	91.94	73.04	11.87	29.52	350.4024	2.4869	224.343	1.5922	439333.7236
06PR06	2006-12-09	89.96	71.96	11.87	28.98	343.9926	2.4414	213.66	1.5164	410652.4689
06PR06	2006-12-10	91.04	73.04	11.87	29.52	350.4024	2.4869	213.66	1.5164	416130.5403
06PR06	2006-12-11	89.96	71.96	11.87	28.98	343.9926	2.4414	213.66	1.5164	410652.4689
