line_code,ARH1,COH1,GAH2,GAH1,NYH1,NCH1,ARH2,MNH1,MOH1,IAH2,OHH1,MIH1,NYH2,DEH1,IAH4,WIH2,IAH1,WIH1,IAH3
PHB47/PHG47,NA,107.2875,NA,NA,NA,NA,NA,NA,152.915,152.245,105.11,NA,NA,168.03,202.515,200.7635478,179.025,232.17901775,202.865
PHB47/PHG83,NA,109.2275,NA,NA,NA,NA,NA,NA,144.56,147.585,190.81,NA,NA,176.76,211.625,201.96209215,208.36,214.0916006,241.73
PHB47/PHK05,NA,115.725,NA,NA,82.73,NA,NA,171.135,NA,156.485,NA,139.54,183.835,NA,137.61,126.602923905,NA,132.6066923,NA
PHB47/PHK56,NA,113.17,NA,NA,151.14,NA,NA,157.385,174.665,168.39,122.55,NA,164.495,171.785,192.06,209.342111175,193.06,234.7189996,218.505
PHB47/PHN82,NA,106.1525,NA,NA,NA,NA,NA,NA,168.13,182.055,163.185,NA,NA,188.575,214.09,213.7781982,191.39,232.88365005,236.975
PHB47/PHR25,NA,120.3475,NA,NA,127.39,NA,NA,152.6,NA,168.01,NA,154.76,147.27,NA,175.24,188.67985715,NA,197.44135715,NA
PHB47/PHZ51,160.315,106.070833333333,156.415,125.41,142.96,129.465,146.655,158.0675,153.255,160.544,135.3675,167.656666666667,194.6,178.1925,171.86,176.10821005,182.485,212.06384405,211.7825
PHB47/Q381,NA,97.1,NA,NA,NA,NA,NA,NA,169,125.36,148.645,NA,NA,179.735,167.045,194.0842278,162.635,219.08080725,189.25
PHBB3/3IIH6,50.23,NA,NA,NA,182.8,NA,137.86,NA,NA,155.47,191.62,187.31,178.415,NA,206.83,NA,201.32,NA,229.075
PHBW8/3IIH6,87.94,NA,NA,NA,98.68,NA,145.98,NA,152.085,180.05,174.245,190.87,196.545,210.96,213.675,219.27340955,188.505,174.93258155,206.76
PHG29/CG120,NA,101.115,NA,NA,143.07,NA,NA,149.48,NA,161.08,NA,150.72,186.645,NA,145.915,160.20932335,NA,189.3423119,NA
PHG29/LH145,NA,108.675,NA,NA,105.96,NA,NA,153.105,NA,150.515,NA,151.715,185.57,NA,155.695,183.77906425,NA,182.8415769,NA
PHG29/PHB47,NA,127.795,NA,NA,178.705,NA,NA,150.215,NA,186.035,NA,167.065,156.535,NA,160.9,175.3778305,NA,233.0913994,NA
PHG29/PHG47,86.77,83.93,87.9,82.85,151.265,98.655,135.945,155.84,148.06,136.88,104.085,164.985,148.755,134.36,151.2175,176.1439717,163.065,182.08618935,193.69
PHG29/PHHV4,NA,138.195,NA,NA,150.685,NA,NA,175.865,NA,184.3,NA,181.84,227.19,NA,185.71,208.09013355,NA,236.59853505,NA
PHG29/PHRE1,NA,102.8425,NA,NA,160.185,NA,NA,170.45,NA,188.36,NA,151.86,211.935,NA,169.545,203.3889307,NA,177.665082,NA
PHG29/S8324,NA,128.435,NA,NA,119.94,NA,NA,149.55,NA,171.085,NA,162.985,185.835,NA,205.535,158.1510355,NA,153.2735072,NA
PHG39/PHM49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.27,NA,NA,NA,NA
PHG47/CG120,NA,80.9666666666667,NA,NA,104.735,NA,NA,161.485,NA,159.04,NA,173.4,168.21,NA,149.545,176.55930305,NA,117.409146235,NA
PHG47/LH145,NA,94.565,NA,NA,118.655,NA,NA,152.615,NA,150.22,NA,137.785,150.205,NA,144.405,175.87621975,NA,182.46026375,NA
PHG47/PHB47,NA,128.85,NA,NA,144.24,NA,NA,196.15,NA,181.35,NA,200.525,142.955,NA,179.53,224.33805875,NA,167.75278025,NA
PHG47/PHHV4,NA,117.2725,NA,NA,155.54,NA,NA,182.49,NA,206.55,NA,209.235,204.085,NA,181.125,217.81380815,NA,197.8776099,NA
PHG47/PHRE1,NA,91.47,NA,NA,100.31,NA,NA,177.625,NA,157.74,NA,154.54,175.115,NA,179.84,189.52173375,NA,198.3381733,NA
PHG47/S8324,NA,124.3325,NA,NA,152.405,NA,NA,155.98,NA,148.135,NA,181.755,199.83,NA,145.78,178.5514793,NA,139.1412781,NA
PHG80/3IIH6,115.595,NA,NA,NA,157.475,NA,144.06,NA,NA,174.12,191.305,183.78,178.025,197.34,198.68,NA,194.06,214.0905127,229.06
PHG80/PHZ51,140.79,NA,NA,151.88,165.335,136.265,163.255,NA,NA,153.895,206.085,194.555,NA,NA,NA,NA,195.03,NA,237.73
PHHV4/3IIH6,NA,110.35,NA,NA,160.17,NA,NA,184.86,NA,185.36,NA,191.91,194.57,NA,204.195,202.8829679,NA,168.1496589,NA
PHHV4/LH162,NA,109.465,NA,NA,104.725,NA,NA,134.145,NA,135.915,NA,147.535,169.24,NA,156.99,171.22732035,NA,176.25535715,NA
PHHV4/LH185,NA,148.625,NA,NA,171.825,NA,NA,205.84,NA,205.52,NA,212.68,182.385,NA,225.235,225.1475909,NA,245.423929,NA
PHHV4/PHK05,NA,100.5225,NA,NA,66.79,NA,NA,134.95,NA,147.38,NA,115.445,118.07,NA,147.21,154.42539685,NA,169.34632035,NA
PHHV4/PHK56,NA,140.455,NA,NA,135.825,NA,NA,192.585,NA,213.3,NA,153.735,185.615,NA,216.595,212.2267519,NA,141.147388005,NA
PHHV4/PHR25,NA,126.49,NA,NA,133.71,NA,NA,137.37,NA,172.88,NA,193.98,170.305,NA,173.31,177.21983305,NA,196.5476792,NA
PHHV4/PHZ51,NA,114.015,NA,NA,130.965,NA,NA,185.78,NA,172.62,NA,155.15,190.775,NA,209.135,200.83438755,NA,217.07411155,NA
PHJ40/LH82,NA,127.015,NA,NA,141.495,NA,NA,173.565,NA,161.045,NA,163.335,175.36,NA,172.23,182.1812143,NA,189.5178005,NA
PHJ89/CG120,NA,83.4725,NA,NA,137.25,NA,NA,119.105,NA,146.65,NA,154.195,157.04,NA,149.675,173.7990609,NA,200.33817415,NA
PHJ89/LH145,NA,104.355,NA,NA,132.225,NA,NA,163.285,NA,180.54,NA,167.93,156.305,NA,174.985,187.23351985,NA,198.5261729,NA
PHJ89/PHHV4,NA,131.9,NA,NA,137.06,NA,NA,183.91,NA,182.1,NA,205.47,183.12,NA,191.3,194.10096495,NA,207.5168039,NA
PHJ89/PHRE1,NA,94.2075,NA,NA,162.885,NA,NA,128.805,NA,163.075,NA,180.43,187.94,NA,164.355,185.7538339,NA,206.29650125,NA
PHJ89/S8324,NA,111.3675,NA,NA,113.54,NA,NA,179.55,NA,165.515,NA,178.44,197.35,NA,169.365,177.10949365,NA,196.96397295,NA
PHK05/PHRE1,NA,100.71,NA,NA,60.75,NA,NA,100.36,NA,119.865,NA,124.29,127.265,NA,125.36,127.35023585,NA,148.10805875,NA
PHK56/PHRE1,NA,106.1875,NA,NA,126.725,NA,NA,168.01,NA,158.56,NA,178.695,189.57,NA,181.985,206.62509255,NA,225.53170755,NA
PHN11_OH43_0001/PHB47,100.32,NA,63.745,72.995,NA,105.555,157.34,NA,143.105,113.22,158.38,179.02,144.985,143.23,143.95,NA,145.945,NA,188.635
PHN11_PHG47_0251/PHB47,NA,98.6575,113.545,98.605,NA,NA,116.27,91.77,114.27,136.495,158.705,182.705,NA,169.845,173.98,181.3495055,157.735,191.91417795,170.21
PHN11_PHW65_0323/LH195,117.205,93.1475,154.945,168.865,133.145,147.62,143.67,163.63,164.22,215.11,178.02,173.08,161.16,189.7,155.35,189.62152875,198.41,235.8903043,218.72
PHN66/LH123HT,NA,88.18,NA,NA,NA,NA,NA,NA,149.705,160.9,181.255,NA,NA,176.71,178.3,181.1095372,171.49,180.7175541,160.385
PHN66/LH185,NA,126.2925,NA,NA,NA,NA,NA,NA,141.19,161.18,130.365,NA,NA,208.17,156.01,168.02936095,186.645,201.3914404,197.935
PHN66/LH38,NA,111.055,NA,NA,NA,NA,NA,NA,127.055,165.615,184.14,NA,NA,173.26,178.775,188.9514167,171.855,178.488213,186.625
PHN66/LH51,NA,113.0525,NA,NA,NA,NA,NA,NA,174.205,149.515,198.48,NA,NA,199.605,166.455,186.33143155,172.99,207.99711705,183.28
PHN66/LH82,NA,104.16,NA,NA,NA,NA,NA,NA,141.365,136.575,151.985,NA,NA,168.98,184.625,185.30749705,185.235,205.3589721,201.145
PHN66/PHG29,NA,113.7375,NA,NA,NA,NA,NA,NA,149.985,167.125,127.715,NA,NA,178.6,173.115,194.70027895,168.56,187.99459805,216.565
PHN66/PHG47,NA,101.59,NA,NA,NA,NA,NA,NA,172.13,148.81,119.25,NA,NA,178.995,191.445,179.21263695,175.515,190.72580135,198.455
PHN66/PHG83,NA,108.6325,NA,NA,NA,NA,NA,NA,172.27,164.82,181.495,NA,NA,196.705,210.335,203.05686645,206.91,198.95489395,188.23
PHN66/PHK56,NA,127.335,NA,NA,NA,NA,NA,NA,114.285,159.985,201.97,NA,NA,180.315,201.425,214.96808115,193.48,243.4937637,228.3
PHN66/PHN82,NA,116.6475,NA,NA,NA,NA,NA,NA,152.225,151.795,186.03,NA,NA,184.38,210.84,213.206082,205.83,215.80849325,222.855
PHN66/PHZ51,NA,100.295,NA,NA,NA,NA,NA,NA,117.235,145.555,191.43,NA,NA,173.765,181.875,156.8847895,161.885,197.903929,218.17
PHN66/Q381,NA,120.1825,NA,NA,NA,NA,NA,NA,127.23,138.92,163.265,NA,NA,171.355,161.475,179.328918,159.385,172.2239734,171.945
PHN82/LH145,NA,124.1725,NA,NA,123.425,NA,NA,146.515,NA,168.3,NA,160.58,150.645,NA,195.35,155.71156005,NA,225.6348918,NA
PHN82/PHB47,NA,116.585,NA,NA,149.935,NA,NA,193.865,NA,191.61,NA,208.575,168.19,NA,211.42,206.234825,NA,228.94201905,NA
PHN82/PHHV4,NA,158.2975,NA,NA,140.03,NA,NA,233.09,NA,201.97,NA,230.455,215.69,NA,229.535,225.6719645,NA,231.1847916,NA
PHN82/PHRE1,NA,139.5225,NA,NA,143.165,NA,NA,146.3,NA,NA,NA,NA,172.955,NA,182.76,190.789235,NA,243.0568415,NA
PHN82/S8324,NA,138.2075,NA,NA,135.8,NA,NA,156.675,NA,195.23,NA,192.305,189.675,NA,187.71,193.0474476,NA,226.61731825,NA
PHP02/PHB47,101.165,113.29,91.295,56.285,176.645,107.675,179.85,146.28,153.405,148.795,178.465,196.125,179.365,194.225,164.7,183.1048935,184.505,196.64165805,193.3
PHP38/LH123HT,99.36,NA,NA,117.215,NA,125.31,157.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.33,NA,233.6
PHP38/LH210,111.89,NA,NA,139.04,NA,154.825,133.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.625,NA,189.825
PHP38/PHJ65,85.35,NA,NA,170.045,NA,154.625,144.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.14,NA,248.305
PHP38/PHM49,130.54,NA,NA,127.71,NA,121.09,140.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.415,NA,231.8
PHP38/PHN47,119.02,NA,NA,71.985,NA,153.74,136.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.58,NA,187.99
PHP38/PHN82,94.33,NA,NA,107.66,NA,130.135,106.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.15,NA,229.545
PHP38/PHP60,92.02,NA,NA,37.86,NA,112.46,151.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.74,NA,157.75
PHP38/PHR03,85.27,NA,NA,161.38,NA,140.6,154.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.55,NA,254.915
PHP38/PHW30,113.795,NA,NA,125.485,NA,106.27,143.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.895,NA,190.82
PHP38/PHW53,40.615,NA,NA,115.375,NA,127.96,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.075,NA,219.855
PHP38/Q381,103.815,NA,NA,53.155,NA,113.98,153.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.025,NA,188.035
PHP85/3IIH6,62.1,NA,NA,NA,123.705,NA,157.085,NA,109.675,197.65,198.04,174.9,196.38,207.26,224.57,209.9974108,207.715,191.6619915,220.665
PHRE1/PHR25,NA,102.51,NA,NA,94.04,NA,NA,131.145,NA,163.64,NA,128.03,112.72,NA,130.665,145.80511625,NA,136.40718765,NA
PHT69/3IIH6,57.39,NA,NA,NA,165.485,NA,142.35,NA,143.445,151.355,167.185,164.845,169.25,158.61,192.135,182.5778838,179.875,171.5853271,208.075
PHV37/3IIH6,91.995,NA,NA,NA,137.58,NA,146.24,NA,161.89,163.135,195.2,171.38,226.62,154.015,187.47,197.68103255,178.215,203.04975315,191.56
PHW52/LH123HT,NA,98.17,NA,NA,NA,NA,NA,NA,173.255,152.71,137.15,NA,NA,254.055,206.845,202.7726285,221.35,208.5116158,191.745
PHW52/LH185,158.445,124.165,NA,145.455,NA,121.295,168.62,NA,184.87,191.865,218.345,NA,NA,230.955,203.97,233.9965841,208.76,253.40414075,250.9275
PHW52/LH210,171.985,NA,NA,187.195,NA,171.95,160.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.375,NA,212.935
PHW52/LH38,NA,119.835,NA,NA,NA,NA,NA,NA,130.78,166.41,150.65,NA,NA,184.435,188.855,225.52087025,222.38,225.04398815,237.39
PHW52/LH51,NA,112.6525,NA,NA,NA,NA,NA,NA,151.73,155.19,171.32,NA,NA,214.59,147.555,202.2403466,188.14,219.93900255,192.29
PHW52/LH82,NA,122.74,NA,NA,NA,NA,NA,NA,149.635,179.685,91.905,NA,NA,190.385,166.355,190.29390025,192.37,246.11718005,235.425
PHW52/PHG29,NA,122.835,NA,NA,NA,NA,NA,NA,162.775,164.755,179.695,NA,NA,206.56,186.83,200.06548475,201.475,246.14584235,207.82
PHW52/PHG47,NA,130.18,NA,NA,NA,NA,NA,NA,164.82,156.12,86.14,NA,NA,185.27,164.235,180.1027164,172.16,202.9597912,205.635
PHW52/PHG83,NA,81.425,NA,NA,NA,NA,NA,NA,143.58,128.67,101.225,NA,NA,148.985,170.325,193.442276,172.155,208.44797295,194.34
PHW52/PHJ65,149.575,NA,NA,169.835,NA,177.25,122.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.12,NA,207.66
PHW52/PHK56,NA,145.7975,NA,NA,NA,NA,NA,NA,189.975,208.975,165.81,NA,NA,228.6,223.75,223.15972445,216.56,238.07273965,246.955
PHW52/PHM49,NA,90.585,109.845,155.985,NA,NA,NA,153.755,157.905,NA,NA,NA,NA,222.66,156.235,202.8543474,NA,215.43471175,NA
PHW52/PHN37,NA,127.7525,NA,NA,NA,NA,NA,NA,178.18,189.72,168.37,NA,NA,208.54,175.97,199.51839055,182.395,211.7261031,201.79
PHW52/PHN47,69.525,NA,NA,180.25,NA,169.62,163.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.185,NA,253.67
PHW52/PHN82,104.6225,118.31,156.48,130.57,153.9,141.2975,149.8775,166.575,133.0525,188.24,136.46,194.145,187.39,227.6725,203.198333333333,205.625029375,204.926666666667,229.014155925,254.431666666667
PHW52/PHP60,119.355,NA,NA,171.01,NA,NA,162.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHW52/PHR03,113.88,NA,NA,115.983333333333,NA,151.9875,147.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.5425,NA,254.4
PHW52/PHW30,98.395,NA,NA,156.08,NA,138.32,167.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.73,NA,259.545
PHW52/PHW53,59.415,NA,NA,140.535,NA,127.365,172.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.845,NA,220.23
PHW52/PHZ51,62.245,111.3225,NA,57.655,NA,122.33,174.465,NA,181.54,182.585,189.88,NA,NA,219.12,216.995,172.5231492,198.7625,219.74686055,216.0375
PHW52/Q381,96.865,125.92,NA,65.19,NA,118.125,119.5,NA,141.41,174.78,151.705,NA,NA,189.46,182.015,198.2165782,171.3125,240.71942055,211.695
PHZ51/LH145,NA,105.6375,NA,NA,114.09,NA,NA,214.745,NA,128.78,NA,156.935,177.205,NA,165.54,120.687527475,NA,90.657053255,NA
S8324/3IIH6,NA,113.56,NA,NA,138.645,NA,NA,158.895,NA,185.47,NA,195.97,184.655,NA,175.805,184.06836515,NA,212.0220152,NA
S8324/LH162,NA,123.7175,NA,NA,123.825,NA,NA,138.135,NA,173.1,NA,167.335,160.435,NA,144.885,127.294041,NA,141.5172781,NA
S8324/PHK05,NA,102.905,NA,NA,NA,NA,NA,148.155,NA,142.125,NA,117.755,NA,NA,142.455,137.2767223,NA,120.6415841,NA
S8324/PHK56,NA,146.3375,NA,NA,133.065,NA,NA,150.47,NA,179.96,NA,197.96,204.99,NA,185.085,190.5437853,NA,214.26629415,NA
S8324/PHR25,NA,117.095,NA,NA,108.185,NA,NA,137.35,NA,163.535,NA,151.36,153.44,NA,171.75,158.46653005,NA,137.48296535,NA
S8324/PHZ51,NA,107.91,NA,NA,123.905,NA,NA,174.815,NA,182.745,NA,177.525,186.05,NA,155.825,183.3705114,NA,186.05526925,NA
SD101/3IIH6,87.3,NA,NA,NA,101.725,NA,159.65,NA,NA,148.58,150.895,97.23,138.19,NA,NA,NA,NA,NA,NA
TR 9-1-1-6/3IIH6,NA,NA,NA,NA,102.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TX714/PHZ51,98.225,NA,NA,137.19,126.235,166.255,121.545,NA,NA,NA,111.565,NA,NA,NA,NA,173.24665255,NA,219.41722315,NA
TX740/LH195,139.44,63.955,NA,162.15,NA,155.57,NA,NA,NA,188.69,NA,NA,NA,159.08,210.665,NA,213.28,NA,209.765
TX770/LH195,70.29,NA,NA,205.625,NA,174.525,NA,NA,NA,143.12,NA,NA,NA,NA,194.44,NA,225.675,NA,272.475
VA35/LH195,NA,74.0725,126.16,163.98,108.625,135.46,NA,145.88,113.355,170.375,190.63,166.32,189.41,195.005,152.66,178.76956385,212.285,170.13145815,237.57
W10004_0008/3IIH6,130.015,NA,NA,NA,141.595,NA,152.885,NA,NA,127.925,198.225,157.76,174.425,204.235,218.405,198.2845309,198.13,181.7400659,193.97
W10004_0045/3IIH6,113.3,NA,NA,NA,168.955,NA,90.235,NA,172.21,158.135,202.925,153.34,170.07,205.605,205.715,201.8930097,193.48,206.3012295,198.825
W10004_0062/3IIH6,134.355,NA,NA,NA,113.15,NA,131.38,NA,NA,NA,NA,NA,162.65,NA,NA,NA,NA,NA,NA
W10004_0072/3IIH6,66.965,NA,NA,NA,156.19,NA,137.65,NA,NA,92.595,182.47,152.6,185.58,NA,NA,NA,NA,NA,NA
W10004_0121/3IIH6,116.575,NA,NA,NA,151.415,NA,180.59,NA,NA,NA,NA,NA,262.055,NA,NA,NA,NA,NA,NA
W10004_0140/3IIH6,75.4,NA,NA,NA,106.12,NA,140.095,NA,NA,NA,NA,NA,135.325,NA,NA,NA,NA,NA,NA
W10004_0148/3IIH6,142.95,NA,NA,NA,148.93,NA,NA,NA,NA,NA,NA,NA,144.9,NA,NA,NA,NA,NA,NA
W10004_0208/3IIH6,60.745,NA,NA,NA,155.485,NA,173.785,NA,149.085,142.315,57.27,168,180.87,184.34,201.935,202.4375934,186.375,183.7584776,180.11
W10004_0212/3IIH6,134.23,NA,NA,NA,128.35,NA,130.29,NA,155.74,193.57,172.46,100.075,177.09,190.605,184.54,197.54659175,197.945,185.3922705,224.165
W10004_0225/3IIH6,151.185,NA,NA,NA,145.7,NA,133.635,NA,148.05,163.155,112.17,182.04,185.275,190.32,181.355,187.31737275,184.14,202.49642435,211.645
W10004_0258/3IIH6,92.995,NA,NA,NA,126.33,NA,143.06,NA,NA,170.19,98.21,175.355,168.1,NA,NA,NA,208.62,NA,NA
W10004_0292/3IIH6,64.25,NA,NA,NA,124.48,NA,177.74,NA,NA,NA,NA,NA,163.71,NA,NA,NA,NA,NA,NA
W10005_0107/PHB47,133.375,94.665,98.095,58.205,121.9,107.505,131.18,142.39,129.515,151.825,125.64,180.435,145.975,154.265,147.16,114.787780225,169.355,171.07116315,203.005
W10005_0147/PHB47,NA,128.31,109.315,NA,NA,NA,NA,NA,NA,NA,143.945,NA,NA,166.44,NA,NA,NA,NA,NA
W10008_0069/PHB47,NA,99.5875,118.995,NA,NA,NA,NA,NA,NA,NA,146.02,NA,NA,168.365,NA,NA,NA,NA,NA
W37A/PHB47,NA,112.645,66.95,57.985,NA,NA,NA,114.43,120.71,NA,NA,NA,NA,131.4,NA,163.7939937,NA,190.5521957,NA
WF9/H95,NA,81.15,153.805,81.895,NA,NA,NA,138.89,130.695,NA,NA,NA,NA,140.285,NA,160.61800165,NA,183.97371685,NA
WF9/MO17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.51,NA,NA,NA,NA
Z029E0002/PHZ51,NA,NA,122.7,NA,NA,129.115,NA,159.245,123.295,137.63,NA,NA,NA,NA,162.165,NA,161.86,153.5496276,181.455
Z031E0012/PHZ51,NA,NA,123.28,NA,NA,141.385,NA,163.585,158.72,132.215,NA,NA,NA,NA,168.66,NA,203.91,181.6848335,225.04
Z031E0556/PHZ51,NA,NA,140.5,NA,NA,NA,NA,NA,152.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z032E0034/PHZ51,NA,NA,133.065,NA,NA,150.46,NA,124.135,159.995,169.325,NA,NA,NA,NA,159.68,NA,186.915,194.08527385,213.57
Z032E0081/PHZ51,NA,NA,148.05,NA,NA,NA,NA,105.825,146.175,NA,NA,NA,NA,NA,NA,NA,NA,227.4662663,NA
Z033E0001/PHZ51,NA,NA,113.62,NA,NA,NA,NA,107.01,191.12,NA,NA,NA,NA,NA,162.145,NA,NA,186.08267625,180.845
Z034E0042/3IIH6,NA,NA,92.48,NA,NA,78.87,NA,114.535,160.59,136.115,NA,NA,NA,NA,149.945,NA,160.38,125.18449575,157.005
Z034E0042/PHZ51,NA,NA,130.69,NA,NA,125.76,NA,92.59,137.06,130.52,NA,NA,NA,NA,165.325,NA,165.715,182.02413655,218.855
Z035E0047/PHZ51,NA,NA,147.63,NA,NA,134.225,NA,126.155,167.08,168.315,NA,NA,NA,NA,175.41,NA,196.65,217.60041,225.53
Z035E0060/PHZ51,NA,NA,127.565,NA,NA,NA,NA,NA,124.97,NA,NA,NA,NA,NA,NA,NA,NA,169.2523415,NA
Z036E0057/PHZ51,NA,NA,120.575,NA,NA,NA,NA,152.59,144.005,NA,NA,NA,NA,NA,NA,NA,NA,149.1285203,NA
Z037E0012/3IIH6,NA,NA,147.195,NA,NA,150.145,NA,144.185,172.3,150.495,NA,NA,NA,NA,212.62,NA,194.635,189.220926,219.03
Z037E0054/PHZ51,NA,NA,135.99,NA,NA,NA,NA,146.73,81.21,NA,NA,NA,NA,NA,121.41,NA,NA,185.17585965,NA
Z038E0057/3IIH6,NA,NA,145.195,NA,NA,131.635,NA,176.15,139.685,145.125,NA,NA,NA,NA,208.41,NA,195.245,229.4640076,239.02
Z038E0057/PHZ51,NA,NA,134.87,NA,NA,125.535,NA,113.29,153.07,131.07,NA,NA,NA,NA,181.1,NA,210.635,214.09038715,244.455
